,Title,Company,Location,Date,Scrape Date,Summary,Salary,Url
27,Data Analist,Enexis,Den Bosch,9 dagen geleden,2021-03-05,"MI bestaat momenteel uit een data analist, web analist, marktonderzoeker en een senior marketing intelligence medewerker.
Ervaring met web analyse is een pré.",€3.404 - €4.863 per maand,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Anhk1jJoJlLLH4x9OTW8szen6xJ4VD6sIavLZrBTsL2Dzxavgw6cdIBayY9YzcYeN89FiyY3nWsNBRV3DpG3MBoaUmZddpcQi6yjBc_t_a5WJq9O9mRQ-_qUfhBi8a7EYXt059zcaJpzlTwFQpn_VcX2DMC9Sb1CVzfP9d3D9skQ6Ttvzbyuy4Vu9b3b6QljBWJI6vjFFaG0qckvDdHGnmtBaf33pcHgrJGsfGf5VvZeQ_6kgW4ALdJK5Oe5E-aMtZzQ2F_jtzkZ0V6YEzh5Ckcz_-cQijVjC2juNXOo_zBljd1Zr4R-UFeoX6UeB6vuEy4FEGmJiOlMET5-qGT6ssisM9vnWHIu1fwMg-BXIqNFRASq3ZC1KiCDt6oq77zc6A7NwbNkgqs_k1cmrvDsOQG2WraURPWyOdX9pbE5GVAIzRv9gJkEHvc_9hGyExSdTMDSYW-sM5qDF9VLjKLsIv7ta0pLAMnZWAbdCIU98Z8V5QJ8u4H4CSr7Vm_XL0zEtmgNBXUvC6J5tRZHPiz4vLaWNrZFJTHZhtAeKOgjeexxzdxJDQX3NrgszCXFNInd4037084yU1Htw_C6nY4w-y1D-XKH268XGVr_eV-RXIOZ8lqpsw7vjM0jPBqcZTOLGnciAvl3d3m_aqQvMNXbfSRu0-Sbfrw4ONtYZrQefU1UHjo7OEH7HgcslRWJgEA1eT6qOzZMWxU__vtOUGAs51bXmX9s5CAzhBx6MswhbQCQohDVAbnpzQtw4nRvwgyPPiZvBgs7p6b4ItRd9ffx8m_o-TSpR0YQihj9eWRYOBo2oq8U0FPEUXOOAt6t2P6HoJ8F33U3zjyICfdCHSBiRW62FP2TtBJHK7E9NGYa4bbRQ-u2aB-cooMG33ZqaICVmnTjWuW6ewfamf_qH3I3A6Tz1YQAhWlpsJdrbBKVYH3OZXX-mb5BuHhzx8JXGh5jr1XJQgzBcEQMpr5_75vE0DQh4jFdKOvw2WebWdJZ_2_VUr5XxwAcRrp1uwFZMk_3mY76iHGE6kCL-Rkl2bREwxUE4kc7NXBbHvAnXX0QmS_h5l2ap0OlX5&p=12&fvj=0&vjs=3
28,Data Analist,Aon,Eindhoven,Meer dan 30 dagen geleden,2021-03-05,Data…,,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BUr1ih89J8xlxnhfvrvaSPyfeHEUaTmnzB_AydzFDKnIiZ_IebOX6YnjJSMiF7dRLn9puMMVtEjWmhzpOVn_3hDp8cIFVXzTAYKweJColTCEpTwGwYCi6oDI3fy3ehYQTqneslOaS-XtBKDfnTdVm9ItXN_gHlzLl9Qu4DGpL1qlFuSjoMTFeV2GbNaPlFMfb_0YYAOZso_4Gje3Mzv3o5wWGM1ga8jeTCdLuo5zlw-L8eTx5Q2Ipt-txYtOVyMUKEKqR8gpdeABUjh5i8KSYXXKmtYn9u3_93yIpO0rQcS8DIgLUg0syLxq8aQojWFAOj2EX2byraQgm3mlxdYp5nH2mIDW-UuLqfIjDVVFEQ3i8c2LiN-a3PtZC1ZzSEMthD5G5EXhtYh_nAr-bhhH2lO_kw6x4rIjwfEpdqH0XOpGVnuja3l6gA3Ti77dix3AUt-54-mZlxVKByBDxvyHXfk5MNaHFoD3CNm4kBO0aoEOdydhSVVPc7na0KQzdbfjoHY600Q4afPyhusltF31KTrFYaTHVl98sKHJmLjexrt0k0ojXGR502ho42_Sskwzf6J6KaGYA9WZqn7zbsP6yqjW_4h8WOxTaC8VVwhEsBayE7x3IcdVeDhi1X_TqCQ3Q=&p=13&fvj=0&vjs=3
29,Senior data-analist/data-architect,SBB,Zoetermeer,2 dagen geleden,2021-03-05,"Als allround data analist/data architect creëer je samenhang tussen datamanagementstrategie (het implementeren van kerngegevens-concepten), data platform en…",€4.201 - €5.404 per maand,https://nl.indeed.com/rc/clk?jk=a37a61f724d420c8&fccid=585380bab484a728&vjs=3
30,Data Analist,Rabobank,Utrecht,27 dagen geleden,2021-03-05,"Kunnen toepassen van de eisen rondom data privacy;
Ervaring met het omzetten van data requirements naar factbased en actionable inzichten;",€3.720 - €5.300 per maand,https://nl.indeed.com/rc/clk?jk=d26d17251519b8aa&fccid=db0b8cca1616eafb&vjs=3
31,Intern Data Quality Analyst,NavInfo Europe BV,Eindhoven,Meer dan 30 dagen geleden,2021-03-05,"As a data quality analyst intern, you will be making and adapting scripts for automated data analysis and data visualization related to the Quality Assessments…",,https://nl.indeed.com/rc/clk?jk=212e5bfc944eddc8&fccid=c8d999cd0267678c&vjs=3
32,Data Analist – Record to Report,Bol.com,Utrecht,Meer dan 30 dagen geleden,2021-03-05,Daarnaast help je jouw team om steeds data-gedrevener te werken door hun data-savviness te vergroten en de voordelen van data-gedrevenheid te demonsteren.,€3.800 - €5.000 per maand,https://nl.indeed.com/rc/clk?jk=fa71ae46453cd11e&fccid=38c84708b80970a7&vjs=3
33,Data Analist,Mobilee management & advies,Utrecht,Meer dan 30 dagen geleden,2021-03-05,"Of je bent verantwoordelijk voor het inrichten van data governance en/of data management.
Met jouw visie zorg jij ervoor dat data praktisch toepasbaar wordt op…",€3.000 - €6.500 per maand,https://nl.indeed.com/rc/clk?jk=9ca05a75066d8a90&fccid=cd260e51ccabab70&vjs=3
34,Data Analist,IPG Mediabrands,Nederland,27 dagen geleden,2021-03-05,"Als Data Analist ben je verantwoordelijk voor het overzichtelijk maken van immense hoeveelheid data.
Je bent nauwkeurig, creatief en gaat geen data-uitdaging…",,https://nl.indeed.com/rc/clk?jk=9760b7a59ebdce54&fccid=bcc67c9d86a19ca1&vjs=3
35,Data Analist,FastForce,Amsterdam,7 dagen geleden,2021-03-05,"Ervaring met het analyseren van data.
Je analyseert, combineert en evalueert data uit het datapakhuis.
Ook geef je advies over het verzamelen, selecteren,…",€2.700 - €4.100 per maand,https://nl.indeed.com/company/FastForce/jobs/Data-Analist-79288ef7ecce3222?fccid=0dce2a04d008a15d&vjs=3
36,Data Analist (32-40 uur),Eiffel,Utrecht,14 dagen geleden,2021-03-05,"Je ondersteunt organisaties met het verzamelen, analyseren en visualiseren van data, zodat hierop beslissingen gemaakt kunnen worden;
Dan ga je er achteraan!",€2.700 - €4.000 per maand,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DgQY-IMpJYPHe24yfXKIKL26dZywF448F79d_Mnd6PemFRaLKUVQj5n_qboeYajTn-oLpQCoQP9X1d4zViuqyB1W1myupoZ8BBGbf6n0j-0wfyJTSBsTOx1WE9AIf7-DrFmLQRpZiHcoOK-MxV23oSYMAdjwjW23PpfFMDHYnckZFomDB8YIoUhJb2gvZvo6VsqIj0fqi6AFBsLuMfMOmwB0n2ILAPkP1c3zgn4Y3NNgRrc2o6ih6QtpMG5xwDH3iV2beM9epPot-4RfQGab1Hs0So5zg2ybwi_p27kgscmwXsHllX4uJfDp2me0XiAnpkKchReGwQVvBE0TSnZ1trO9cjAeHAHmO2d3TTXtE-isvrd3r4B9C4kIZuFPPq_s6gZXCbpoLj3JzAAEXCTSMedKLGbvkz4l8nKr6BPUFD0uuUTPXly9XF7s9xqKv_kEQ5E28ZJj6HxwP2T5ED-F_Yvc4VKX7r8F0UAT4z7e8di6y4-9lNoU5LkxWXTs4C09iEULamUkMtGUdM7ovOH1b0gUYIfimkOUeZ8herHb1f0gJpNR-vRAkcT0l7QenqlgWHAKvOll2LpVPvt7ki_ReuoFuCND1I0973MhktLdM4xW1RYLGPMO6LdOW-u4jPZozX8V5JzIQCtWRMqeHfIm3GZwt8VMZMXxYE4d42PJYpAV9gYk9ATNmaQG56LRBUlhR947ia67WvpXxC_0rCIyknTmFO78D1vTBz_R0tJyrmfEzbmf9ZeAqykGZ9geaBrKFprieCjOhBNooJjWqbnKKdSuuGya4J3X0jxMPbzaRdtA==&p=7&fvj=0&vjs=3
37,Data Analyst,Nationale Hypotheek Garantie,Utrecht,Vandaag,2021-03-05,"Als Data Analist binnen NHG heb je een duidelijke visie op het gebruik van data, wat data de organisatie kan bieden en wat nodig is om de maximale waarde ervan…",€4.345 - €5.563 per maand,https://nl.indeed.com/rc/clk?jk=9e1ffd7da080e786&fccid=ffdb5ac3529a6866&vjs=3
38,Data Analist,Vesting Finance,Amersfoort,2 dagen geleden,2021-03-05,"Als data analist bij Vesting Finance ben jij de autoriteit op het gebied van data, want je bent de schakel in het analyseren van data, het geven van adviezen en…",,https://nl.indeed.com/rc/clk?jk=9ec50fcd7b2ac13a&fccid=648bdc6c37952d8f&vjs=3
39,Data Analyst,USP Marketing Consultancy,Rotterdam,Meer dan 30 dagen geleden,2021-03-05,"DATA - RESEARCH ANALYST | Rotterdam | 40 uur per week | €2222 - € 3478.
USP zoekt GEEN schaap met 5 poten!
Wat verwachten we van jou?.",€2.222 per maand,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CraaXEUtviYOfTEBZGldda6AP5YAjOpzXzny0t_gVC2_AYC7pOp1UwSjICQtGzsdZDk2mSGThGeHPGAhAGH6rI5V-1mAtFqyrk6pWtIlU2ZYeAGWktAv8hczYtnn3HlMfFH-ccRadjlli9zqCljB0FsiyfrnJdc5fvJXdkXRozuPWe1rhtkY2av5S3e54m_13s3KfK1dr2iUplpTXr8loXWah2kIRX8shlk4oCRYAdFSgpd_EbXI2yKeY-MGjjk-gB8b57LVeFvqO92qO60NvOHWiGeZPsfG4NmOwu8ePmUgzOJzPhyO_NUpkgLCjIWVeua6XB2sMK5mWQP9HSF3sbIiRsAA1KsMxZmK782PKFOVxihACPWaQ7KVmATsGGinkjfZFH0G2c36QNGdzUuIMgrZ66Bxo5vFtnXvZFM6MVnnbuaGcH37K3mfCNizqa9zpNPREwWgh3eA==&p=10&fvj=1&vjs=3
40,Data analist,Searchresult,Den Bosch,29 dagen geleden,2021-03-05,"Als data analist (analytics specialist) ben je onderdeel van het overkoepelend data team van Searchresult, bestaande uit data engineers, data scientists en data…",€2.400 - €3.500 per maand,https://nl.indeed.com/rc/clk?jk=b18653218d6bb2e6&fccid=91c8ef5b9a4f016f&vjs=3
41,Business Analist met specialisatie Klantcontact,Cvision,Oisterwijk,Vandaag,2021-03-05,"Ben jij de nieuwe Business Analist die ons gaat helpen op het gebied van data analyse binnen de (klanten)service organisatie?
Wat verwachten wij van jou?",€35.000 per jaar,https://nl.indeed.com/rc/clk?jk=9a2e80a37a9f2dc6&fccid=892e66c8eb68593a&vjs=3
42,Stagiair(e) data-analist / marktonderzoeker (40 uur per week),BouwKennis,Werk van thuis,Meer dan 30 dagen geleden,2021-03-05,"Tijdens deze stage ga jij een gemiddelde nieuwbouwwoning in data reconstrueren.
En, vooral belangrijk, hoe transformeer je de plattegronden tot bruikbare data?",,https://nl.indeed.com/rc/clk?jk=08ca0498190f2269&fccid=a8eff02f7b97406b&vjs=3
43,"Junior Data Analist, Dordrecht",ENGIE,Dordrecht,Meer dan 30 dagen geleden,2021-03-05,"Je kan data vraagstukken makkelijk structureren en helder visualiseren in dashboards.
Door jouw sterke analytische vermogen weet je op basis van onze data…",,https://nl.indeed.com/rc/clk?jk=233094a5fbe87200&fccid=bcbba984fec63461&vjs=3
44,Business Information Expert - M2O - Data Projects,Philips,Eindhoven,Vandaag,2021-03-05,"3+ years of experience in data modeling, data designs, data analysis functions.
The design and maintenance of both logical and physical data models for master…",,https://nl.indeed.com/rc/clk?jk=5a02a4d4766c4dcc&fccid=e4af9ca5b6d3a604&vjs=3
45,Data Analist,VolkerRail,Nederland,Meer dan 30 dagen geleden,2021-03-05,"Jij beschikt over een hbo of wo werkniveau en hebt minimaal 2 jaar werkervaring als data analist.
Je vertaalt data naar informatie door middel van ETL;",€2.600 - €4.500 per maand,https://nl.indeed.com/rc/clk?jk=b9aad08a31f4651a&fccid=9743a086f509915b&vjs=3
46,Data Analist Duitse Markt,LEF Recruitment,Den Bosch,1 dag geleden,2021-03-05,"Deze data kun jij vervolgens gebruiken in je onderzoek.
Jouw afdeling maakt de commerciële vertaling van de data die ingevoerd worden.",€2.000 per maand,https://nl.indeed.com/company/Lef-Recruitment/jobs/Data-Analist-Duitse-Markt-e0d69879cdc2ac72?fccid=ba064b9fb183f561&vjs=3
47,Data Analist,Euroradar,Hardinxveld-Giessendam,9 dagen geleden,2021-03-05,"Ter ondersteuning van het team grondradardetectie zijn we op zoek naar een grondradar operator/ data analist.
De verhouding tussen buiten- en binnenwerk ligt op…",,https://nl.indeed.com/rc/clk?jk=b768df06f7e13da9&fccid=c331aa08fb6ce5d5&vjs=3
48,Data-analist,BFG,Nijkerk,9 dagen geleden,2021-03-05,"Als onze Data-analist ben je verantwoordelijk voor de analysefase.
Bovenal haal je vanuit je data-analyses nieuwe kansen en denkrichtingen naar boven.",,https://nl.indeed.com/rc/clk?jk=8d43465a8f45f95c&fccid=54de11e118ace365&vjs=3
49,Data Analist (32-40 uur),Eiffel,Utrecht,14 dagen geleden,2021-03-05,"Je ondersteunt organisaties met het verzamelen, analyseren en visualiseren van data, zodat hierop beslissingen gemaakt kunnen worden;
Dan ga je er achteraan!",€2.700 - €4.000 per maand,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DgQY-IMpJYPHe24yfXKIKL26dZywF448F79d_Mnd6PemFRaLKUVQj5n_qboeYajTn-oLpQCoQP9X1d4zViuqyB1W1myupoZ8BBGbf6n0j-0wfyJTSBsTOx1WE9AIf7-DrFmLQRpZiHcoOK-MxV23oSYMAdjwjW23N1luaPztAgjcJWtSRKxhmyZpIy4qNjSJWVrZxJKZA7kZznA6NuFELksQY2213j09vlwgsxL1MKQR3WKGokB8G2EC5XlVzbaH92k-S-W_74g246iasRxQu7dwvTC_l3WsZ6HE6W0OmtRpSAgWezGK94ctlf0jfLe7YdIYcCXvG3UIBVDqSTR0Lxc4LadU2sCtja27Ks3ZKa44i2euCAxE5fUoDPjBIIqpshnHblcXnu3qYYHP5tto8d-9wrrT7918zu2YaJVx3U-T4sYipwZKQj9E1Wkz58-9Wf_LfLSbeyw9TLfB4Qc9XREaIaMUeg60ePpA5qVTzJYjNXD5hjr5aSCTKAXestOajJBBkqWzVNqAaTz5f5vd-Tesh7jEmnWCNWgLz7fP_6ecx2uepP8sMarjjZiNyN6cDwT_xueso7gnb-n7q9wMWOtKv45Azf_RPgf-LCGbPtkFhI2qdAJsgLO-EHqgeqV9L54MC-5g03mb2diDhrtN8p02to76etMQ91-OCDZjnfKJqMG54dTBVfMGmmkkKGA0FvK4C2FQVv0ppUTsCHTlEdYMgG-fj9CV4mzGryBv33OeQwI_9wyRQO1pS3M3jehZ_wOsKNq0_vGUfA9Ewa0-93UkjCH6613vbjxXgX0zO65w==&p=5&fvj=0&vjs=3
50,Data Analyst,Luscii,Werk van thuis,27 dagen geleden,2021-03-05,"You will be the ambassador of Luscii to make more data driven decisions and bring us to the next data level!
You'll impact Luscii by structurally improving our…",,https://nl.indeed.com/rc/clk?jk=b192ceb6acd30b08&fccid=b9bb04db15171be3&vjs=3
51,Vastgoed Data Analist,Maandag,Arnhem,8 dagen geleden,2021-03-05,"Ondersteunen van verbeteringen opslag van documenten / data.
Voor een woningcorporatie in de provincie Gelderland zijn wij op zoek naar een Vastgoed Data…",,https://nl.indeed.com/rc/clk?jk=c014d525e4604c6d&fccid=cdff388ef583e11a&vjs=3
52,Junior data analist vermogensbeheer,De Werkstudent,Utrecht,13 dagen geleden,2021-03-05,"Zoekkenmerken Vacature Junior data analist Vermogensbeheer.
Onze ideale 'Junior data analist Vermogensbeheer'.
Utrecht MBA / WO student bewaar vacature.",€14 per uur,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxAV0cA5VsoRmsA4FQK4hLlEj2aYb-Ffbbw2t5Cjw-B3OPu2BniKV17mOlmdDhkX7qTIMzgCWy-VadQ4_7LeF7JrQBfQI6f5yjFtdkGqvUcvgoZwB2SC2mZkf6-xyI4NW1FrpA1_9vqd6CTfK5Ri4l5o7IJLwlYaQblcfXu86VUCr7R9ZFl3Cp3pp0WvEQqbRQgNLWLaAmr6wy86xK7GuUPFr2vPgxHBsGHxu8yzvagcKn8_h3YGK6z2ToDS1Edrl5FGB-z0PR82vET3qI-MaZsPw1b4ecZbZ7xW_jvi7n-Zs4dXdOFTfYmVn8LCESbLdNKxVEj644-FUmXJSw0727GsaThImtow10uB1kZqnnZaJEET6jAnIK7tqWygoh9hmHQIgBDuGrOuTXQ6JqP0IVn1e-ql2duITZVNim16GHwcJDRW33Q14nUAd1yvS9eDBGW-2NgeagBv1abrU7fVMv2Oo0wjEZFZ34fzD7Cq9SCOdFwnmn83XLFFM4Mxc43p20STucnkn6OYyPo5_8kT_16D3kSvvZDC2_f8l-D3HhzUlVkVLqHZm3LOeqFsO1wVvLbJa5KDrvGgFW-B95B5FhlUUMQxC97iHCmOC7c7On8ioUEz2coxtuJs-rqKP9004_w84L2QYrVgwo5Q-Pq1Pw1svYRY3FDcTYx3hA8Dq7uOPv5a5idp2KUqOdd5DL7oz9xVU8NZIZXM2VLgAc2JCJdkm5JxyIomvAqL4Xf5OuR_CKmgiNtLUwGq0xBm9zpcc=&p=8&fvj=0&vjs=3
53,Data Analist Customer Service,Bol.com,Utrecht,8 dagen geleden,2021-03-05,"Als data analist gebruik je jouw data mining expertise om ons veranderprogramma vorm te geven, te analyseren, te evalueren en te verbeteren.",€3.100 - €4.200 per maand,https://nl.indeed.com/rc/clk?jk=01a0671e66695deb&fccid=38c84708b80970a7&vjs=3
54,Data Analyst,USP Marketing Consultancy,Rotterdam,Meer dan 30 dagen geleden,2021-03-05,"DATA - RESEARCH ANALYST | Rotterdam | 40 uur per week | €2222 - € 3478.
USP zoekt GEEN schaap met 5 poten!
Wat verwachten we van jou?.",€2.222 per maand,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CraaXEUtviYOfTEBZGldda6AP5YAjOpzXzny0t_gVC2_AYC7pOp1UwSjICQtGzsdZDk2mSGThGeHPGAhAGH6rI5V-1mAtFqyrk6pWtIlU2ZYeAGWktAv8hczYtnn3HlMfFH-ccRadjlli9zqCljB0FsiyfrnJdc5fvJXdkXRozuPWe1rhtkY2aIDXC3Z8jdWz13VRgXOkA-0Fykt8sWYCbCBeHA9JFV8woOVqPu0udVVJymLWi0eu9TLGZiCxS2dhNkn0wapW4smEZDl5xDFGYJRDdPs_ZJLfEsCsg6xf-MSgb2nn8EEl0m8yQQaSEVli7YDIU9oDDHvR2mctB4iLH_fiDJYZuMgKV-Z4rFGjR_VTqjm9MV0YqNUvqMqoGRdcCTJOPq_vda_aPS2-TTZq2zDKY9bqCeqTi_16ZCEmqDedSwSDqlehvbT7_pn0zC8svkYGEv8GqDQ==&p=10&fvj=1&vjs=3
55,Data analist,YoungCapital,Bleiswijk,14 dagen geleden,2021-03-05,"Solliciteer direct voor fulltime data analist voor HelloFresh in Bleiswijk!
Solliciteer direct voor een functie als fulltime data analist voor HelloFresh in…",€11 - €15 per uur,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bg_L2H-lAoJFNSE4bMvzrpZaP2mwQX2r5dcZkSbbmrISPNljAUciYF2pWQ_jhLfCz0W0Qk7x7-f_KyVTjs2k60VS2V2nKxaGFQdU3ywTQeKxK_eCsxgHN0OvJqV1bUPeFEugFMUBxEG46owh9wbhixa48y-sYFHcrxEgbBKqmtcAXwHxJ1InMavVBXzpEeszcHuDk-d8FTdHn0_LFnrbF6QktGV-QgM_QIdbLuWfVsATYeuZMEFWInYJ2FJwXt3USvBraCC81rcJxTZd-4tS9zHzGw-pXTc9rkbVfRnNJpg3ddU7B8A_96-PHLCndVMTGbc0yyZG111Vbf25uf8ybRm-KLMXqJAOCgfHsD-XWntRlhiFqeTDMjhpQAal8tVw_MUodV2uDOvfV9pKJwxn3agBB92AjHgOv7VaQ85Cfftc39Vl8mWjk_X3D8wjUZTUJMDhIGFc2nyR3aLE0NIfVCc2hKnGDKvse6Wio4lFFaE6Lx4vXxGQA0ojRmqEhk-rdJRipZT6zrev7ndJgxX5yXK410RTDuIykap1ZeicGrvxMl9xBeS4kLM953dxLoCwHrYn6dgrGAgbc2pJTIEGuZYxQc7FSXn2lRq6LOlGyPA-iJM0A28PU4TRee-mpDDYc7Qp-nDpntsPN2aWHYREE45IGJicZ_et8hCk2DOVmX7B4kqfpG4YREvI_ruYi33LbGtP6md6xLcDc2zqhxgW5UYeiAZICRq4sZL2dQBmqFFwfTbXrnOWKJBYWIAbnRxIRO-6lEvDQF2yVPrtOY62J9hBBPrqXTtL3XcUZNq38F1411DwggusFgsN5_Oa-6pEJ10WKYNQJL3EHecjPBodw79uF5TTFAbvZ-JAx8Hk6UHls7EeAvtMXF&p=11&fvj=0&vjs=3
56,Data analyst,Prodrive Technologies,Son,8 dagen geleden,2021-03-05,"As data analyst you work on data collection, data mining, preprocessing and analysis.
When working as a data analyst you take the responsibility to improve the…",,https://nl.indeed.com/rc/clk?jk=9c41e21599accee6&fccid=7591c6d723970ed1&vjs=3
57,Data-analist,Provincie Utrecht,Utrecht,15 dagen geleden,2021-03-05,"Als data-analist voer je binnen een aandachtsgebied de regie op de data ontwikkeling en data analyses.
Minimaal 2 jaar aantoonbare werkervaring als data-analist…",€3.506 - €5.009 per maand,https://nl.indeed.com/rc/clk?jk=eb140ac4bda73c91&fccid=2598e04099dbe094&vjs=3
58,Marketing Data Analist,QLF Brands - lampenlicht.nl,Hapert,Meer dan 30 dagen geleden,2021-03-05,"Als marketing data analist maak je data inzichtelijk en beantwoord je analyse vraagstukken.
In de rol als marketing data analist werk je in internationaal…",,https://nl.indeed.com/rc/clk?jk=088a2413b896ae9d&fccid=afec03267be86ea5&vjs=3
59,Data Analist,Isatis Group BV,Nijmegen,Meer dan 30 dagen geleden,2021-03-05,Zo is ons data landschap de afgelopen jaren flink gegroeid en verder geprofessionaliseerd door o.a. het inrichten van een data warehouse.,,https://nl.indeed.com/rc/clk?jk=34861db3a02a3bf8&fccid=6eff9f8e01e8f0fa&vjs=3
60,Jr. Projecleider Data Analyses - Bedrijfsbureau Infratechniek,VolkerWessels Telecom,Uden,Meer dan 30 dagen geleden,2021-03-05,Je filtert de complexe data-flow van onze verschillende systemen snel en vakkundig tot heldere en begrijpelijke managementinformatie.,€2.872 - €3.965 per maand,https://nl.indeed.com/rc/clk?jk=2a35a9c881ef631c&fccid=81a198b09311b6a4&vjs=3
61,Data Analist,Vesting Finance,Amersfoort,2 dagen geleden,2021-03-05,"Als data analist bij Vesting Finance ben jij de autoriteit op het gebied van data, want je bent de schakel in het analyseren van data, het geven van adviezen en…",,https://nl.indeed.com/rc/clk?jk=9ec50fcd7b2ac13a&fccid=648bdc6c37952d8f&vjs=3
62,Data Analist,Mobilee management & advies,Utrecht,Meer dan 30 dagen geleden,2021-03-05,"Of je bent verantwoordelijk voor het inrichten van data governance en/of data management.
Met jouw visie zorg jij ervoor dat data praktisch toepasbaar wordt op…",€3.000 - €6.500 per maand,https://nl.indeed.com/rc/clk?jk=9ca05a75066d8a90&fccid=cd260e51ccabab70&vjs=3
63,BI Data Analist,Smit & Zoon,Weesp,Zojuist geplaatst,2021-03-05,"Ervaring met data-analyse en architectuur;
Het vervullen van de rol van (data) architect, waar nodig.
Het samenwerken met data analisten en controllers en het…",,https://nl.indeed.com/rc/clk?jk=a35e55c06f61e646&fccid=ea39789bf31931ce&vjs=3
64,Data-analist,Provincie Utrecht,Utrecht,15 dagen geleden,2021-03-05,"Als data-analist voer je binnen een aandachtsgebied de regie op de data ontwikkeling en data analyses.
Minimaal 2 jaar aantoonbare werkervaring als data-analist…",€3.506 - €5.009 per maand,https://nl.indeed.com/rc/clk?jk=eb140ac4bda73c91&fccid=2598e04099dbe094&vjs=3
65,Business Information Expert - M2O - Data Projects,Philips,Eindhoven,Vandaag,2021-03-05,"3+ years of experience in data modeling, data designs, data analysis functions.
The design and maintenance of both logical and physical data models for master…",,https://nl.indeed.com/rc/clk?jk=5a02a4d4766c4dcc&fccid=e4af9ca5b6d3a604&vjs=3
66,Business Engineer / (Data)Analist,ANWB,Hoogeveen,Meer dan 30 dagen geleden,2021-03-05,"Jij houdt je bezig met het analyseren van deze data en vertaalt deze naar bruikbare informatie.
Met jouw HBO niveau zijn processen en data voor jou één grote…",,https://nl.indeed.com/rc/clk?jk=3ea0012d97025209&fccid=42c33b1b7d8142de&vjs=3
67,Adviseur (data-analist),"Ministerie van Defensie, Defensie Ondersteuningsco...",Utrecht,15 dagen geleden,2021-03-05,"Je hebt kennis en ervaring op het gebied van data.
Hier ondersteun je bij het werken met en toepassen van data.
Het belangrijkste kapitaal van Defensie?",,https://nl.indeed.com/rc/clk?jk=3e801927b789228a&fccid=ac26b5f43d10107a&vjs=3
68,Data Analyst,Booking.com,Amsterdam,Zojuist geplaatst,2021-03-05,"Experience in data management, data visualization and quality.
Is familiar with the larger data ecosystem at Booking and how it relates to their data and the…",,https://nl.indeed.com/rc/clk?jk=5e3c8f9d4165bbab&fccid=62ee2fabbf8c93c5&vjs=3
69,Junior Commercial Analist,Bol.com,Utrecht,16 dagen geleden,2021-03-05,"Bovendien zijn we de aanjagers van data gedreven werken.
Als Junior Excellence Specialist werk je in een informeel, data-gedreven team.
En dat blijven we doen.",€2.800 - €3.250 per maand,https://nl.indeed.com/rc/clk?jk=f81b3d3e9f5a2a63&fccid=38c84708b80970a7&vjs=3
70,Data Analist,Exact personeelsintermediair,Den Haag,7 dagen geleden,2021-03-05,"De Data analist stelt de exacte wensen van de organisatie en ziekenhuizen vast op het gebied van data.
Je bent sterk in zowel data analyse als functionele…",€3.200 - €4.000 per maand,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DB0Ek-WWRY1C7GzilxVvrTwEfBUMzggtobeoG-tyfAfAzGSz7-umD45Jg_QdRO1QUilscPo85Ctc0bXNBRLa38D9ISYgOid4ToPKdfeVUOp1fhVtnUYmvZQ8EgTYsrW3z6ya0cphA3WdoZRtHrAJZMDBmjMFiW8__5C3hkX0gafbtAKtwQXncW4LgoiTH4gsBBmYXii4RQzkDSwrGWttOJ08DsrcNkwXtcppmL3hOSCBpjViue6hhStT1vsXSpJx875AdFLJ2HhEsKtGc8UpNkkcg_n-NQgTI6M-wsJX1ggEdwpy3uZHLGiaW05yngzRvs731AFRTcph7V8nvvjWPwdRXRaxxfAt-m602cHpwWtmLhbhL92v3FP_V3mz0yqg-JPVdHW8F69fJFzL_LU1MzoislZqHjx1hzcpLF9rNKSJ-m1FTUAY8opT2B0w_C9G09SzkuZbaJJuDfX49IXOx2b9c_f3PnBCijlMKpaFG4mmn1UHHdTDX0d7L0D7zPn1rUC-AO6I4N8GUJhJWaxeZPlPcq8yOFP6yorK6ASCA2b8Nc-PL91-wH7P8-00turQg330h699vRmw==&p=11&fvj=0&vjs=3
